pais,marca,modelo,firmware,mac_cm,cm_ip,cliente,virtual,velocidad,capa,seguridad,srvstat,srvrealstat
GT,Thomson,DWG855,ST80.30.06,0024d1b8bf5a,10.147.121.16,226877,1152964,5M,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,0024d1b8bf6f,127.0.0.1,1516991,1150664,3M,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,0024d1b8bf6f,127.0.0.1,1516991,1150664,3M,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,0024d1b8bf6f,127.0.0.1,1516991,1150664,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8bfa7,10.140.92.148,1524891,1176077,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8bfbc,10.147.65.93,1515550,1515550,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c041,10.135.105.149,1517019,1153013,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c08e,10.135.89.51,1508436,1152993,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c0cd,10.143.114.118,1517488,1240186,512K,Layer3,WPA,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b8c1c9,10.151.126.240,1517181,1230215,512K,Layer2,WPA,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b8c312,10.138.122.48,235482,1180423,1M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c366,10.165.93.114,262763,1190375,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c4d2,10.138.115.181,264560,1180696,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c53b,10.153.84.121,263480,1200386,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c549,10.141.97.177,1516739,1516739,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c5c0,10.138.115.153,227871,227871,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c5f8,10.138.117.226,1517331,1180493,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c60d,10.138.119.51,1517056,1180486,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c630,10.141.72.164,1513243,1190216,2M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c6d8,10.138.97.169,1517047,1180500,3M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c80c,10.165.119.96,1515358,1161281,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c844,10.135.126.74,205570,205570,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c859,10.165.87.138,235653,1161233,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c87c,10.159.93.127,473933,473933,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c908,10.135.80.34,1515202,1152733,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8c97f,10.147.113.122,1518416,1153107,10M,Layer3,WPA,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-170503a-CCA,0024d1b8c9b7,10.135.85.248,237113,237113,1M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b8ca27,10.157.84.229,470633,1110108,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8caac,10.158.80.14,262847,1111593,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8caba,10.135.71.216,1518463,1153112,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8cacf,10.157.117.6,353597,1154176,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8cae4,10.152.126.188,1518623,1160466,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8cb15,10.157.124.145,1517517,1153021,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8cbbd,10.152.98.4,344369,1164253,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8cc26,10.159.119.194,1517685,1141705,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8cc96,10.164.90.181,221323,221323,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8cca4,10.162.80.1,1517288,1130671,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8cd76,10.135.83.58,1517480,1153041,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ce87,10.159.70.98,1515260,1141657,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8cea3,10.159.94.217,1516747,1141663,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ceb1,10.162.92.217,1515545,1131610,3M,Layer3,WPA2,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8cedb,10.131.69.12,454536,1140199,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8cf13,10.143.117.141,1516723,1516723,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d01d,10.141.72.68,236041,236041,3M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b8d032,10.153.91.178,1516856,1200284,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d047,10.141.79.225,443961,443961,2M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d08d,10.138.123.153,1517931,1180545,8M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d0f6,10.141.75.116,1518565,1190315,2M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d135,10.153.86.197,1518694,1200311,10M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8d15f,10.141.124.57,1517845,1517845,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d182,10.141.80.116,1517926,1190308,10M,Layer3,WPA2,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8d1dd,10.141.69.99,1518849,1190291,1M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8d1eb,10.141.123.113,1517188,1190296,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d207,10.138.117.58,499313,1180076,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d25b,10.161.109.16,1519411,1110805,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d2af,10.162.67.235,1518983,1131742,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d2c4,10.164.111.220,1518934,1173904,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d2e0,10.152.124.159,236872,1160210,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d33b,10.139.70.225,1556181,1391503,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d3ab,10.164.69.140,342028,1179055,5M,Layer3,WPA,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,0024d1b8d3b2,127.0.0.1,1519126,1100368,10M,Layer3,,0,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8d3c7,10.139.119.158,1518337,1173733,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d40d,10.147.88.143,1519237,1151511,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d41b,10.133.103.246,1519002,1173917,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d44c,10.152.97.189,1518524,1161352,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d4ca,10.162.95.32,292771,1135056,5M,Layer2,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d548,10.162.74.128,1518876,1131727,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d55d,10.155.115.100,1518881,1141747,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d572,10.140.125.15,1538352,1330114,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d59c,10.147.75.12,1518338,1153200,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d5aa,10.162.115.175,1518798,1131714,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d5c6,10.131.116.97,308940,1145659,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d613,10.147.77.74,226499,226499,4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d61a,10.139.102.151,1519235,1170451,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d68a,10.165.95.49,1518773,1161382,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d6b4,10.152.118.20,263090,1161634,40M_10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d6c2,10.164.107.41,455142,1170034,4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d6d7,10.131.124.185,210149,210149,10M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b8d6e5,10.132.80.201,1519321,1131759,512K,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d6ec,10.147.89.243,396141,1304068,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d6f3,10.157.98.176,1549088,1150267,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d778,10.157.70.126,220746,220746,5M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b8d79b,10.161.121.54,482468,482468,3M,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,0024d1b8d7a2,10.152.98.32,235718,235718,10M,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7410r5714-181109-CCA,0024d1b8d7e1,127.0.0.1,237412,237412,5M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b8d874,10.139.80.16,1518035,1171313,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d8f9,10.133.105.222,433933,433933,5M,Layer3,,0,0
GT,No Marca,No Modelo,ST80.30.06,0024d1b8d962,10.159.91.75,1515679,1141611,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d970,127.0.0.1,226832,1141601,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d977,10.131.127.73,1515277,1141590,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d99a,10.153.91.64,1515836,1190269,8M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8d9a1,10.153.92.95,1515447,1515447,5M,Layer3,WPA,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,0024d1b8d9d9,127.0.0.1,472647,472647,512K,Layer2,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8da0a,10.135.68.218,255508,1152962,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8db92,10.133.100.232,1519034,1170981,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8dbc3,10.152.68.210,209592,1161398,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8dc25,10.131.88.238,1517776,1120626,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8dc56,10.162.86.87,235603,235603,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8dcb1,10.139.100.98,1510096,1172053,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8dd05,10.162.127.233,1519782,1131807,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8dd3d,10.131.104.145,1515479,1141600,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ddec,10.161.97.30,318630,1135837,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8de0f,10.162.109.85,1516342,1131639,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8de2b,10.131.122.140,1515519,1141603,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8de40,10.140.117.55,405045,1331412,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8de8d,10.162.66.236,235173,235173,5M,Layer3,WEP,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b8dea9,10.155.119.185,1514946,1141568,8M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8decc,10.159.69.5,1515761,1515761,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8df19,10.131.78.121,1515373,1141645,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8df43,10.162.70.200,1516291,1131603,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8df4a,10.159.85.203,1515973,1141623,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8dfe4,10.150.64.255,1515323,1100326,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8dfeb,10.158.111.182,1516170,1111240,OnlyVoice,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8dff9,10.150.112.250,1515856,1100333,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e000,10.150.104.29,447715,1100330,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e07e,10.164.93.231,220935,1350947,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e0d9,10.164.108.91,268847,1177000,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e103,10.147.70.65,1504120,1173090,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e10a,10.162.122.64,1516021,1131585,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e157,10.164.127.16,1516116,1173120,1M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e18f,10.157.94.141,215392,1151276,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e1b9,10.157.111.79,1153052,1517660,2M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e1c0,10.155.114.163,1517211,1150154,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e1c7,10.149.85.165,1517191,1150881,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e1f1,10.147.122.129,473785,1153040,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e245,10.147.124.36,1517359,1150657,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e253,10.149.89.123,1517232,1150836,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e261,10.149.89.138,236539,236539,4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e284,10.135.67.253,236574,236574,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e2a0,10.152.65.38,1166483,345887,3M,Layer3,WEP,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8e380,10.147.113.157,236613,236613,5M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8e3cd,10.161.96.51,1519499,1120670,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e3d4,10.161.101.105,102925,102925,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e4bb,10.162.76.117,1518887,1131725,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e578,10.135.103.85,369930,1152122,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e5be,10.164.105.181,1517023,1171217,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e5d3,10.139.73.76,1517308,1172119,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e5e1,10.139.108.254,1517510,1173264,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e620,10.138.106.244,254331,1180710,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e63c,10.138.119.3,263880,1180670,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e67b,10.138.69.141,214266,214266,3M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,0024d1b8e682,10.153.91.137,261190,1190348,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e777,10.138.103.120,452550,452550,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e79a,127.0.0.1,238108,238108,,,,1,8
GT,Thomson,DWG855,ST80.30.06,0024d1b8e7a8,10.141.124.125,263011,1190373,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e7e0,10.141.88.25,264593,1190173,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e81f,10.150.112.111,1519022,1100373,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e842,10.158.106.156,1519563,1111344,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e86c,10.161.115.172,1519101,1120661,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e881,10.159.97.233,1518821,1141746,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e8c7,10.132.105.218,1545491,1545491,3M,layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e906,10.129.71.189,463407,1110059,40M_10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8e930,10.162.92.149,1519396,1141774,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ea56,10.132.99.99,1519246,1130741,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ea6b,10.139.104.41,238143,1171450,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ead4,10.158.104.225,23631806,481752,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8eb44,10.159.74.142,1508091,1140627,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8eb44,10.159.74.142,1508091,1140627,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8eb59,10.147.122.168,248177,1150332,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8eb98,10.135.94.159,449004,1475244,7M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ebad,10.164.68.103,1518874,1173840,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ebfa,10.139.86.82,1517992,1173659,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ec08,10.139.97.58,1518415,1173794,5M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8ec4e,10.162.87.231,1518503,1131686,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ece1,10.141.112.5,1517240,1190286,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ed12,10.141.86.51,1517149,1190294,8M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ed43,10.141.81.90,237192,1190025,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ed58,10.135.118.30,1535022,1159701,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ed6d,10.138.119.41,237105,1180562,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ed89,10.138.119.209,1521675,1180932,10M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8ee1c,10.153.90.76,1515972,1190281,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ee31,10.141.66.122,1515822,1190274,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ee4d,10.141.66.90,1515339,1190256,3M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8eea1,10.138.123.180,263071,1180661,5M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8eea8,10.139.71.60,1517882,1173758,10M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8eebd,10.139.93.238,1517885,1173418,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8eec4,10.139.126.235,1517902,1173422,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8eed9,10.139.98.43,420671,1173893,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8eef5,10.139.68.54,1518238,1173597,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ef2d,10.139.70.146,1518254,1173744,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ef34,10.164.66.56,729213,729213,2M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ef50,10.164.84.23,1516329,1173332,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8ef6c,10.162.74.11,262714,1132097,5M,Layer2,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8efd5,10.139.64.197,1518190,1173528,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8efe3,10.139.73.58,1517444,1173769,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f030,10.139.87.186,1517883,1173424,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f03e,10.139.91.201,1517608,1173288,10M,Layer3,WEP,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8f07d,10.139.94.102,1517984,1173476,10M,Layer3,,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8f099,10.139.116.188,1517554,1173338,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f0ca,10.139.68.112,1517614,1173314,5M,Layer3,WPA,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,0024d1b8f1db,10.133.101.91,1516285,1173111,,,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f236,10.139.70.114,1516527,1173175,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f291,10.162.125.193,1519238,1130803,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f30f,10.139.72.67,1518178,1173560,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f332,10.139.121.5,1517904,1173453,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f363,10.139.106.47,1517720,1173385,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f371,10.139.111.61,1517611,1173301,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f38d,10.139.67.54,1517613,1173302,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f3a9,10.139.122.132,1517528,1173269,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f3f6,10.139.115.177,1518220,1173787,5M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8f40b,10.139.126.254,244442,1173514,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f412,10.139.80.148,1518679,1173871,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f435,10.158.127.60,1517765,1111288,2M,Layer3,WEP,1,1
GT,No Marca,No Modelo,ST80.30.06,0024d1b8f43c,10.139.110.137,1518187,1173520,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f4ac,10.139.95.41,1518006,1173502,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f4f2,10.139.123.40,1517734,1173382,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f4f9,10.139.78.4,1517696,1173367,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f531,10.139.101.107,1518278,1173628,3M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f55b,10.139.111.249,246616,1173114,10M,Layer2,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f59a,10.164.93.211,420285,1173150,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f634,10.147.67.37,364603,1304281,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f65e,10.164.118.213,1515777,1173051,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f673,10.133.120.226,259602,1172052,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f6a4,10.164.76.180,1516443,1173152,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f6e3,10.140.70.230,1516603,1173186,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f768,10.139.114.133,1517791,1173396,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f78b,10.139.110.219,1517530,1173270,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f799,10.158.104.40,1516712,1111267,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f7ae,10.139.103.7,1517471,1173250,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f7d1,10.139.75.133,1517388,1173244,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,0024d1b8f7e6,10.139.124.103,1517489,1173253,10M,Layer3,WPA,1,1
