pais,marca,modelo,firmware,mac_cm,cm_ip,cliente,virtual,velocidad,capa,seguridad,srvstat,srvrealstat
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030816e9d1,10.162.125.40,728966,728966,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030816e9d7,10.133.82.185,729134,729134,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816e9d9,10.133.111.215,728853,728853,Alpha,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,00030816e9e0,10.159.97.145,729111,729111,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816e9eb,10.138.92.118,727677,727677,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816e9fa,10.153.76.122,728891,728891,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ea09,10.131.120.166,729168,729168,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ea11,10.153.126.162,728859,728859,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ea2a,10.134.73.217,729093,729093,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ea47,10.159.66.199,727775,727775,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ea4e,10.133.65.200,729097,729097,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030816ea51,10.153.89.111,728777,728777,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030816ea5f,10.133.72.151,728822,728822,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ea61,10.140.75.64,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ea67,10.153.82.61,728809,728809,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030816ea7a,10.131.73.109,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ea7c,10.133.99.116,728924,728924,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ea86,10.162.114.132,729100,729100,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ea93,10.155.106.228,727921,727921,Alpha,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,00030816ea9b,10.129.112.141,728860,728860,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eae3,10.159.81.78,727902,727902,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eaf3,10.154.64.222,728938,728938,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eafb,10.150.65.37,728579,728579,Alpha,Layer3,,1,1
GT,Technicolor,TC7110.02,STD3.30.02,00030816eb0c,10.134.67.249,728746,728746,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eb10,10.137.66.235,728325,728325,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030816eb18,10.157.97.50,728072,728072,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eb2e,10.155.64.79,728614,728614,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eb48,10.155.100.213,728776,728776,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eb56,10.154.92.8,728754,728754,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eb5c,10.159.72.111,727894,727894,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eb74,10.155.64.9,728827,728827,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eb77,10.153.66.144,728607,728607,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eb7a,10.162.105.136,728845,728845,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eb80,10.162.108.181,728930,728930,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816eba2,10.133.94.178,359406,359406,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-170503a-CCA,00030816ebb2,10.161.123.202,727636,727636,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ebd9,10.155.91.31,727791,727791,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ebf8,10.140.113.193,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ec20,10.161.78.85,727626,727626,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ec3c,10.153.87.225,728660,728660,Alpha,Layer3,,1,1
GT,Alpha Technologies,DSM33,DSM33-5.7.1mp1,00030816ec40,10.159.85.143,727947,727947,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ec81,10.131.95.236,727767,727767,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ec86,10.134.94.229,728419,728419,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816ec87,10.147.120.192,729148,729148,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030816ec8c,10.159.65.89,727968,727968,Alpha,Layer3,,1,1
GT,Technicolor,TC7300.B0M,STFA.30.01,00030816f176,10.164.96.55,728896,728896,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-170503a-CCA,00030816f187,10.162.64.184,728273,728273,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f18d,10.153.71.28,728745,728745,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f198,10.147.92.213,728515,728515,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f19b,10.161.124.110,728873,728873,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f19c,10.138.85.44,728894,728894,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f1ac,10.140.76.132,728887,728887,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f1b4,10.153.68.178,-4444444,-4444444,Alpha,Layer3,,1,1
GT,Technicolor,TC7110.02,STD3.30.02,00030816f1c1,10.133.73.20,729146,729146,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f1d4,10.131.78.221,728532,728532,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f1ec,10.155.110.196,729060,729060,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030816f1fa,10.155.118.12,728775,728775,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f211,10.153.74.145,728803,728803,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030816f215,10.135.89.10,727920,727920,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f233,10.155.64.83,728832,728832,Alpha,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,00030816f243,10.131.64.251,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f254,10.154.126.218,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f267,10.140.122.47,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f277,10.139.115.188,728037,728037,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f281,10.133.68.116,729078,729078,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f282,10.157.69.173,727919,727919,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030816f28c,10.152.111.93,728485,728485,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030816f28d,10.155.92.128,728658,728658,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f297,10.147.90.54,727910,727910,Alpha,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,00030816f29e,10.162.117.219,729107,729107,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f2b2,10.131.76.180,728704,728704,Alpha,Layer3,,1,1
GT,Technicolor,TC7110.02,STD3.30.02,00030816f2d6,10.134.124.62,728360,728360,Alpha,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,00030816f2d7,10.135.115.114,728223,728223,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f2ee,10.155.123.20,728826,728826,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f2f5,10.133.73.39,729143,729143,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030816f2fa,10.159.126.36,728192,728192,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f2ff,10.131.80.156,728675,728675,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f304,10.129.81.108,728921,728921,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f318,10.159.64.2,727848,727848,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030816f31a,10.131.91.196,-4444444,-4444444,Alpha,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,00030816f337,10.159.127.25,728126,728126,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f33e,10.159.92.157,728926,728926,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030816f35f,10.159.84.218,727836,727836,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f0d4,10.131.82.80,728266,728266,Alpha,Layer3,,1,1
GT,Technicolor,TC7300.B0M,STFA.30.01,00030819f145,10.134.88.23,728383,728383,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f14f,10.147.120.253,728139,728139,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f150,10.151.73.88,728541,728541,Alpha,Layer3,,1,1
GT,Technicolor,TC7110.02,STD3.30.02,00030819f154,10.131.102.47,728176,728176,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f181,10.137.109.129,727691,727691,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f184,10.138.90.25,453666,453666,Alpha,Layer3,WEP,1,1
GT,No Marca,No Modelo,,00030819f1aa,10.161.121.152,728238,728238,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f1bd,10.159.85.84,728087,728087,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f1be,10.159.107.0,727668,727668,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2001-AN21V,1.1.4,00030819f1c1,10.161.105.77,727692,727692,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f1e4,10.131.120.90,727854,727854,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f20a,10.131.126.16,728204,728204,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f21b,10.131.93.67,727796,727796,Alpha,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,00030819f21e,10.152.88.166,728366,728366,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030819f253,10.158.87.78,1516398,1516398,Alpha,Layer3,WEP,1,1
GT,No Marca,No Modelo,,00030819f264,10.159.86.119,727831,727831,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f269,10.161.120.253,727723,727723,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f26b,10.159.99.131,727867,727867,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f319,10.164.113.115,727954,727954,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f332,10.154.102.144,728479,728479,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f34b,10.161.94.246,728709,728709,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f34f,10.147.107.63,728637,728637,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f359,10.135.65.148,728682,728682,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f35e,10.131.105.109,728708,728708,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f368,10.159.114.209,728096,728096,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f36d,10.153.72.85,728654,728654,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f36f,10.147.113.125,728595,728595,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f371,10.138.77.40,728622,728622,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f372,10.131.113.139,728729,728729,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f373,10.141.67.141,728665,728665,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030819f377,10.141.99.138,728641,728641,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f378,10.164.86.170,728599,728599,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f37b,10.155.113.158,728679,728679,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f37d,10.131.64.12,728934,728934,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f37f,10.131.76.171,728587,728587,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f3fd,10.158.80.72,728823,728823,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030819f401,10.141.115.205,728596,728596,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f406,10.155.120.151,728774,728774,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7410r5714-181109-CCA,00030819f409,10.141.76.221,728305,728305,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f40b,10.135.95.54,728884,728884,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f410,10.141.97.16,728551,728551,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f411,10.141.65.70,728549,728549,Alpha,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,00030819f421,10.133.73.164,727756,727756,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f424,10.162.87.127,728959,728959,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f425,10.134.113.0,728310,728310,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f427,10.150.84.109,728669,728669,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f42a,10.141.65.197,728770,728770,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030819f42b,10.141.112.241,728772,728772,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f433,10.155.120.67,728825,728825,Alpha,Layer3,,1,1
GT,Technicolor,TC7110.02,STD3.30.02,00030819f435,10.133.65.179,728638,728638,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2001-AN21V,1.1.4,00030819f436,10.135.83.172,729153,729153,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-170503a-CCA,00030819f437,10.134.77.55,729175,729175,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f438,10.164.116.116,728792,728792,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f439,10.147.70.56,729104,729104,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f43a,10.140.97.180,728886,728886,Alpha,Layer3,,1,1
GT,Technicolor,TC7300.B0M,STFA.30.01,00030819f43b,10.161.114.193,728869,728869,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f43f,10.153.102.164,728812,728812,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f441,10.161.78.87,728723,728723,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f442,10.134.120.135,728916,728916,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,D3928SL2-P15-13-A386-c3420r55105-170503a-CCA,00030819f443,10.135.101.139,728855,728855,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f444,10.164.116.144,728668,728668,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f445,10.159.66.7,728837,728837,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f447,10.133.127.242,728788,728788,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f449,10.153.116.141,728484,728484,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f44a,10.159.89.126,728866,728866,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f44b,10.155.70.152,727733,727733,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f44c,10.139.95.130,728724,728724,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f44e,10.131.103.49,728689,728689,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f44f,10.159.73.209,727742,727742,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f452,10.151.75.152,728473,728473,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f453,10.133.111.236,728915,728915,Alpha,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,00030819f454,10.147.77.249,729155,729155,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f456,10.150.102.38,728701,728701,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030819f457,10.162.84.81,728684,728684,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f458,10.133.67.185,729080,729080,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f459,10.133.121.25,729081,729081,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030819f45a,10.162.113.68,729121,729121,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f45b,10.133.65.25,728875,728875,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f45c,10.152.111.56,728862,728862,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f45d,10.138.82.111,728787,728787,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f45e,10.153.85.110,728734,728734,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,STFA.30.01,00030819f45f,10.134.97.44,729120,729120,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f460,10.150.106.171,728870,728870,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-170503a-CCA,00030819f461,10.134.122.205,728688,728688,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f462,10.155.118.95,728847,728847,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f463,10.153.92.58,728477,728477,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f464,10.155.66.47,728726,728726,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f466,10.141.122.225,410202,410202,Alpha,Layer3,WEP,1,1
GT,No Marca,No Modelo,,00030819f469,10.162.102.59,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f46a,10.133.76.135,729119,729119,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f46b,10.159.106.104,359408,359408,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f46e,10.147.116.242,435633,435633,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f471,10.162.102.47,362152,362152,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f474,10.140.77.199,273911,273911,Alpha,Layer3,WEP,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,00030819f476,10.159.98.220,729140,729140,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f478,10.159.112.220,462626,462626,Alpha,Layer3,WEP,1,1
GT,No Marca,No Modelo,,00030819f47b,10.158.82.36,481734,481734,Alpha,Layer3,WEP,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030819f47f,10.141.109.190,729117,729117,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030819f480,10.135.121.223,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f481,10.159.88.151,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f482,10.134.87.163,729098,729098,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f483,10.152.125.150,402843,402843,Alpha,Layer3,WEP,1,1
GT,No Marca,No Modelo,,00030819f485,10.129.81.157,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f486,10.131.86.24,440892,440892,Alpha,Layer3,WEP,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f489,127.0.0.1,-4444444,0,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f489,127.0.0.1,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f48d,10.129.66.34,359409,359409,Alpha,Layer3,,1,1
GT,AM Communications,9390,1.1,00030819f493,10.133.104.142,365440,365440,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f494,10.135.102.19,415959,415959,Alpha,Layer3,WEP,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-170503a-CCA,00030819f498,10.134.125.185,728889,728889,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f499,10.141.117.104,728785,728785,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f49a,127.0.0.1,-4444444,0,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f49a,127.0.0.1,-4444444,-4444444,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f49e,10.152.87.16,728562,728562,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f49f,10.152.64.201,460724,460724,Alpha,Layer3,WEP,1,1
GT,No Marca,No Modelo,,00030819f4a2,10.147.127.176,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4a3,10.135.110.207,407663,407663,Alpha,Layer3,WEP,1,1
GT,Technicolor,TC8305.TLG,STEE.30.05,00030819f4a5,10.131.81.146,-4444444,-4444444,Alpha,Layer3,,1,1
GT,AM Communications,9390,1.1,00030819f4a7,10.141.97.222,363644,363644,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4a8,10.131.91.143,-4444444,-4444444,Alpha,Layer3,,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f4a9,10.152.127.211,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4ac,10.129.64.43,402157,402157,Alpha,Layer3,WEP,1,1
GT,No Marca,No Modelo,,00030819f4ad,10.137.117.11,1509757,1509757,Alpha,Layer3,WEP,1,1
GT,No Marca,No Modelo,,00030819f4b1,10.135.90.21,432756,432756,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4b2,10.131.100.109,729162,729162,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f4b5,10.135.107.142,404725,404725,Alpha,Layer3,WEP,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,00030819f4b6,10.135.74.247,406469,406469,Alpha,Layer3,WEP,1,1
GT,AM Communications,9390,1.1,00030819f4b9,10.131.115.169,363647,363647,Alpha,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,00030819f4bb,10.159.102.167,729130,729130,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f4bc,10.135.104.199,728626,728626,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4bf,10.129.114.46,364082,364082,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4c0,10.159.92.57,359410,359410,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030819f4c1,10.162.110.244,359411,359411,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4c2,10.161.116.146,359412,359412,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4c4,10.133.68.59,728954,728954,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,00030819f4c7,10.147.123.228,362407,362407,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4c9,10.131.107.153,728752,728752,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4cb,10.131.92.154,729182,729182,Alpha,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-170503a-CCA,00030819f4cd,10.162.91.53,728446,728446,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4d1,10.131.95.246,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4d2,10.140.107.167,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4d3,10.139.124.110,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4d4,10.162.88.228,729173,729173,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4d5,10.155.117.6,729164,729164,Alpha,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,00030819f4d7,10.139.96.163,729159,729159,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4d8,10.151.114.145,-4444444,-4444444,Alpha,Layer3,,1,1
GT,No Marca,No Modelo,,00030819f4da,10.129.67.204,728811,728811,Alpha,Layer3,,1,1
